reference_number,gazetted_names,local_name,waterbody_id,reach_number,site_number,sampling_method,method_number,haul_number_pass_number,species,length_mm,weight_g,sex,maturity,age_structure,age_sample_number,age,genetic_structure,genetic_sample_number,comments
9,Tributary to Missinka River,125179_us_ef1,00000PARS,0,9,electrofishing,,1,Rainbow Trout,38,0.9,,,,,,,,
9,Tributary to Missinka River,125179_us_ef1,00000PARS,0,9,electrofishing,,1,Rainbow Trout,40,0.8,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,132,31,,,,,,,,NA. Pit Tag ID: 3DD.003E192AE7. Row ID: 389.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,128,21.3,,,,,,,,NA. Pit Tag ID: 3DD.003E192AD0. Row ID: 390.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,96,8.7,,,,,,,,NA. Pit Tag ID: 3DD.003E192ADA. Row ID: 391.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,183,69.9,,,,,,,,NA. Pit Tag ID: 3DD.003E192AEC. Row ID: 392.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,81,5.7,,,,,,,,Purple gill deterioration. Pit Tag ID: 3DD.003E192AE1. Row ID: 393.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,89,6.6,,,,,,,,NA. Pit Tag ID: 3DD.003E192ADE. Row ID: 394.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,68,4.1,,,,,,,,NA. Pit Tag ID: 3DD.003E192AD9. Row ID: 395.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,68,3.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192B1E. Row ID: 396.
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,37,0.7,,,,,,,,
10,Tributary to Missinka River,125180_ds_ef2,00000PARS,0,10,electrofishing,,1,Rainbow Trout,84,5.2,,,,,,,,NA. Pit Tag ID: 3DD.003E192A54. Row ID: 397.
